000 	55 55 55 55
001 	aa aa aa aa
002 	eb eb eb eb
003 	90 90 90 90
004 	01 01 01 01
005 	b2 f4 10 1f
006 	58 58 58 58
007 	02 02 02 02
008 	00 00 00 00
009 	00 00 00 00
010 	14 14 14 14
011 	05 05 05 05
012 	00 00 00 00
013 	00 00 00 00
014 	22 22 22 22
015 	0b 0b 0b 0b
016 	00 00 00 00
017 	00 00 00 00
018 	68 68 68 68
019 	10 10 10 10
020 	00 00 00 00
021 	00 00 00 00
022 	54 54 54 54
023 	10 10 10 10
024 	00 00 00 00
025 	00 00 00 00
026 	0a 0a 0a 0a
027 	00 00 00 00
028 	00 00 00 00
029 	00 00 00 00
030 	54 54 54 54
031 	10 10 10 10
032 	00 00 00 00
033 	00 00 00 00
034 	54 54 54 54
035 	0b 0b 0b 0b
036 	00 00 00 00
037 	00 00 00 00
038 	00 00 00 00
039 	00 00 00 00
040 	00 00 00 00
041 	00 00 00 00
042 	00 00 00 00
043 	00 00 00 00
044 	00 00 00 00
045 	00 00 00 00
046 	b0 b0 b0 b0
047 	04 04 04 04
048 	00 00 00 00
049 	00 00 00 00
050 	a8 a8 a8 a8
051 	61 61 61 61
052 	00 00 00 00
053 	00 00 00 00
054 	1e 1e 1e 1e
055 	00 00 00 00
056 	00 00 00 00
057 	00 00 00 00
058 	3c 3c 3c 3c
059 	00 00 00 00
060 	00 00 00 00
061 	00 00 00 00
062 	40 40 40 40
063 	0d 0d 0d 0d
064 	03 03 03 03
065 	00 00 00 00
066 	2c 2c 2c 2c
067 	01 01 01 01
068 	00 00 00 00
069 	00 00 00 00
070 	3c 3c 3c 3c
071 	00 00 00 00
072 	00 00 00 00
073 	00 00 00 00
074 	3c 3c 3c 3c
075 	00 00 00 00
076 	00 00 00 00
077 	00 00 00 00
078 	d0 d0 d0 d0
079 	07 07 07 07
080 	00 00 00 00
081 	00 00 00 00
082 	bc bc bc bc
083 	02 02 02 02
084 	00 00 00 00
085 	00 00 00 00
086 	58 58 58 58
087 	02 02 02 02
088 	00 00 00 00
089 	00 00 00 00
090 	bc bc bc bc
091 	02 02 02 02
092 	00 00 00 00
093 	00 00 00 00
094 	58 58 58 58
095 	02 02 02 02
096 	00 00 00 00
097 	00 00 00 00
098 	aa aa aa aa
099 	00 00 00 00
100 	00 00 00 00
101 	00 00 00 00
102 	be be be be
103 	00 00 00 00
104 	00 00 00 00
105 	00 00 00 00
106 	e8 e8 e8 e8
107 	03 03 03 03
108 	00 00 00 00
109 	00 00 00 00
110 	20 20 20 20
111 	03 03 03 03
112 	00 00 00 00
113 	00 00 00 00
114 	02 02 02 02
115 	00 00 00 00
116 	00 00 00 00
117 	00 00 00 00
118 	01 01 01 01
119 	00 00 00 00
120 	00 00 00 00
121 	00 00 00 00
122 	01 01 01 01
123 	00 00 00 00
124 	00 00 00 00
125 	00 00 00 00
126 	00 00 00 00
127 	00 00 00 00
128 	00 00 00 00
129 	00 00 00 00
130 	40 40 40 40
131 	9c 9c 9c 9c
132 	00 00 00 00
133 	00 00 00 00
134 	dc dc dc dc
135 	05 05 05 05
136 	00 00 00 00
137 	00 00 00 00
138 	b8 b8 b8 b8
139 	0b 0b 0b 0b
140 	00 00 00 00
141 	00 00 00 00
142 	00 00 00 00
143 	00 00 00 00
144 	00 00 00 00
145 	00 00 00 00
146 	00 00 00 00
147 	00 00 00 00
148 	00 00 00 00
149 	00 00 00 00

# Caution: Second half of the frame is missing
